AT,V,AP,RH
24.66,66.49,1010.83,70.06
22.28,58.12,1014.54,83.27
11.95,39.82,1013.4,92.51
28.47,69.23,1013.18,40.73
20.74,58.12,1015.43,77.88
20.84,59.8,1016.96,75.05
28.17,72.43,1007.37,68.92
7.76,37.7,1014.82,76.47
28.92,72.43,1007.03,66.14
21.04,54.2,1012.26,85.61
25.34,59.39,1014.02,73.58
24.98,60.32,1015.63,57.19
26.44,59.15,1013.35,60.71
17.85,48.14,1017.16,86.68
14.86,44.71,1018.3,49.46
13.82,42.32,1016.32,81.19
23.31,68.63,1014.73,51.57
14.85,44.63,1020.67,75.76
23.47,60.77,1017.19,75.36
23.27,68.28,1005.01,74.83
24.82,59.27,1012.76,72.34
27.42,65.74,1013.43,69.42
26.05,73.88,1005.67,82.08
32.96,73.03,1013.56,54.03
31.17,69.51,1010.51,43.11
11.62,39.72,1018.4,68.06
13.78,43.22,1011.31,69.7
31.41,64.44,1013.84,49.49
31.7,69.13,1000.29,46.27
24.23,59.04,1011.91,71.79
17.58,39.63,1004.84,80.43
13.78,40.73,1017.55,94.28
20.92,57.76,1017.22,75.86
29.27,66.85,1011.11,63.25
8.62,42.49,1009.06,86.93
21.08,52.05,1012.28,45.25
29.03,69.51,1009.8,47.04
15.43,40.89,1010.63,73.03
30.49,64.44,1013.43,51.73
27.04,48.41,1008.57,60.73
29.0,70.72,1009.51,67.72
20.87,63.31,1012.27,79.51
33.95,68.14,1002.33,48.98
10.26,39.13,1010.94,87.78
14.74,43.99,1023.13,86.31
24.05,70.4,1006.83,92.35
22.08,41.54,1014.21,73.73
18.64,43.79,1016.01,51.17
4.49,40.27,1012.01,76.5
13.2,40.83,1007.75,94.98
21.01,51.19,1008.44,81.49
18.87,60.07,1015.15,70.91
5.0,40.64,1021.05,94.84
22.61,54.42,1014.74,75.87
9.52,40.96,1023.48,86.49
9.04,40.11,1023.3,76.32
25.18,47.93,1002.92,60.33
19.8,57.25,1010.84,88.9
23.81,73.17,1012.13,86.13
18.67,44.06,1017.13,77.18
10.35,39.82,1013.33,94.78
7.95,37.49,1009.32,80.8
23.63,71.29,1008.01,70.07
14.38,44.84,1024.59,81.68
7.33,41.16,1023.17,92.43
24.96,60.84,1018.13,59.51
10.5,40.8,1024.06,76.05
20.27,57.76,1016.66,75.76
31.2,68.24,1005.71,34.84
24.66,57.43,1013.17,71.82
20.48,60.29,1017.16,72.1
14.12,42.86,1011.84,88.29
5.81,45.87,1009.63,94.38
22.59,70.32,1007.07,74.39
21.06,50.59,1016.42,66.12
8.16,39.3,1019.39,85.38
32.46,74.33,1012.61,37.07
9.33,42.49,1008.93,82.59
18.12,44.63,1001.26,89.72
14.56,45.51,1015.39,69.84
26.96,65.34,1015.05,46.93
22.19,70.02,1011.03,82.49
22.01,49.39,1019.6,75.8
16.18,41.66,1010.01,65.62
25.16,60.23,1011.21,68.31
19.81,66.54,1013.88,80.09
27.81,64.69,1006.59,71.75
22.7,63.56,1014.32,71.76
24.86,63.47,1011.5,71.78
11.17,40.27,1009.54,74.56
6.87,40.07,1017.91,57.64
19.11,60.29,1017.1,76.62
19.1,56.53,1020.18,76.38
27.96,68.51,1007.26,63.21
26.52,43.77,1011.49,46.98
25.89,74.22,1007.43,81.55
22.06,59.21,1012.84,87.06
7.92,36.08,1021.01,81.84
14.24,39.52,1018.22,77.19
25.59,73.5,1011.19,81.52
21.1,62.66,1011.19,83.49
10.17,41.46,1020.01,84.86
28.59,80.18,1011.36,89.18
29.67,71.98,1005.16,67.75
23.74,63.9,1014.73,81.9
25.67,68.3,1017.16,74.19
7.9,43.79,1016.14,83.05
27.94,63.07,1010.75,38.57
26.22,49.82,1015.48,55.8
25.69,59.07,1006.89,82.34
29.79,68.24,1009.19,65.49
25.95,73.77,1001.35,92.67
8.66,41.01,1022.51,98.55
21.32,45.01,1012.23,59.94
22.75,59.39,1015.4,81.41
25.41,66.49,1014.06,51.09
26.89,49.16,1003.84,41.22
20.31,45.87,1007.89,73.7
21.86,58.49,1010.88,76.79
28.44,77.54,1011.73,77.3
13.84,42.18,1015.74,79.76
25.57,44.05,1005.79,65.14
24.1,68.08,1012.73,65.24
6.92,43.13,1018.26,89.23
29.5,71.14,1011.27,52.81
17.1,62.1,1020.39,93.63
12.88,44.71,1018.73,51.95
18.7,66.51,1015.14,79.23
30.3,73.67,1005.57,58.74
26.65,58.41,1013.53,65.83
14.95,42.74,1027.66,66.71
22.91,61.86,1012.8,92.69
11.74,40.6,1013.91,90.57
31.4,66.54,1003.55,57.73
31.12,69.13,1009.61,56.54
22.69,49.21,1012.64,46.83
29.05,64.84,1011.1,51.39
28.36,68.08,1013.34,42.82
24.01,60.84,1018.83,63.82
9.11,40.64,1020.68,86.91
28.36,69.88,1007.75,84.17
12.39,49.83,1007.6,92.43
7.64,40.81,1026.67,95.24
10.29,41.46,1020.84,89.03
30.2,56.9,1006.89,42.69
20.76,57.25,1011.01,90.31
24.75,52.84,1005.47,69.61
18.93,44.06,1017.58,68.23
28.93,72.99,1007.23,64.41
8.83,41.92,1031.8,78.97
27.28,44.89,1009.02,49.9
24.26,47.93,1003.87,70.44
22.26,69.04,1010.48,84.33
26.05,65.27,1013.69,56.46
17.9,67.71,1004.3,89.59
28.52,64.96,1005.9,70.79
25.87,67.79,1011.16,79.88
15.42,37.85,1009.89,85.8
20.37,60.08,1017.44,76.33
13.9,42.86,1030.82,71.89
20.07,49.21,1012.34,56.8
32.15,69.98,1013.3,55.13
29.64,69.51,1012.13,44.65
26.1,74.16,1009.42,85.4
26.03,70.32,1008.81,71.35
25.57,59.43,1008.88,61.19
26.1,62.91,1012.44,60.91
11.49,39.22,1016.35,53.11
24.28,71.98,1006.34,90.45
11.46,44.85,1014.3,63.24
12.8,44.34,1016.52,86.73
18.13,39.72,1002.75,58.85
19.5,65.12,1015.53,73.87
18.4,40.79,1006.18,92.36
22.7,60.84,1019.15,71.48
6.07,38.91,1019.25,83.39
32.69,72.86,1003.57,56.84
14.33,42.86,1010.82,88.59
30.35,69.51,1009.95,39.24
26.91,70.02,1010.75,59.48
19.41,46.63,1013.23,86.28
17.89,44.78,1010.03,53.78
11.46,38.91,1012.34,77.37
12.82,41.58,1020.37,81.06
20.77,51.3,1013.89,88.72
29.8,69.34,1009.36,64.74
19.69,56.65,1020.82,71.54
12.09,40.6,1013.85,85.72
18.99,56.65,1020.46,77.16
22.17,70.47,1011.07,82.57
28.77,58.33,1013.73,36.6
26.04,52.84,1005.68,65.18
23.55,73.18,1011.85,87.97
9.39,39.66,1019.22,75.33
28.08,64.44,1013.02,64.34
28.41,66.91,1008.22,57.93
32.02,67.83,1007.77,53.31
33.96,68.94,1006.93,47.39
9.88,40.0,1021.4,92.06
28.23,62.26,1010.88,60.86
8.66,44.68,1022.99,95.45
32.57,78.92,1011.6,66.47
6.9,40.71,1021.78,94.8
13.41,54.3,1016.48,79.28
30.38,74.16,1007.44,74.77
18.68,53.29,1018.16,75.01
17.69,65.46,1013.72,67.28
20.98,43.77,1010.67,62.73
12.36,40.56,1022.11,72.99
13.7,42.86,1030.68,79.77
26.92,67.25,1017.74,61.68
29.48,73.21,1000.67,79.35
9.77,44.68,1023.37,91.4
22.45,41.54,1012.69,70.89
9.51,38.38,1022.77,73.82
11.6,40.69,1015.51,86.55
12.88,42.74,1026.25,74.54
14.24,39.58,1011.17,70.45
27.62,72.43,1007.54,71.33
9.76,40.71,1020.88,91.82
21.98,55.97,1009.12,89.51
23.39,63.94,1010.54,89.94
23.32,69.13,1010.75,91.84
27.14,70.32,1007.08,73.08
32.09,69.4,1003.1,56.91
14.07,40.78,1024.67,72.66
12.07,39.99,1009.7,93.27
25.62,60.29,1017.81,51.24
26.17,48.6,1002.59,61.41
14.82,44.58,1020.13,74.88
9.27,42.02,1004.29,95.05
24.43,47.45,1007.68,65.18
17.81,45.0,1022.32,43.84
25.04,70.36,1006.56,75.91
22.44,63.47,1012.02,91.08
30.07,70.98,1007.74,75.68
23.09,69.71,1009.75,91.35
13.92,41.16,1003.83,88.69
15.03,40.66,1016.58,84.08
13.64,43.71,1024.41,84.46
7.64,42.28,1008.46,84.29
20.47,58.16,1016.97,68.6
28.63,66.56,1005.88,64.73
13.78,44.47,1027.94,71.09
16.64,43.14,1019.03,82.88
20.94,68.12,1012.43,78.2
25.21,59.21,1013.19,62.85
14.28,43.02,1012.97,49.44
14.36,41.26,1021.16,73.43
11.41,40.1,1014.27,91.17
18.19,41.85,1014.93,61.37
14.23,46.18,1017.39,87.29
23.83,71.37,1002.04,64.78
27.14,71.32,1007.8,87.99
25.55,58.95,1017.12,51.84
22.85,47.43,1008.13,66.36
9.29,39.04,1022.72,74.29
16.73,58.59,1015.02,89.61
30.27,64.69,1006.3,53.69
15.34,36.99,1007.87,94.59
26.12,63.94,1017.97,44.81
16.36,39.99,1008.91,72.48
18.19,43.96,1011.87,79.68
10.39,40.96,1023.51,84.73
26.53,65.61,1014.29,50.9
15.99,39.63,1006.09,89.92
28.32,71.32,1008.02,78.82
7.92,41.66,1014.84,76.12
22.95,67.79,1009.89,91.69
10.18,43.5,1022.84,88.7
22.35,54.42,1012.46,75.01
22.84,59.39,1014.61,80.36
15.62,41.76,1023.82,66.17
11.68,40.55,1022.21,85.76
25.79,75.6,1017.46,75.63
21.6,43.43,1010.28,61.87
12.0,39.96,1011.73,77.77
28.28,69.48,1008.56,61.3
27.36,48.6,1003.18,54.93
10.35,40.27,1005.09,92.42
30.07,69.82,1010.39,57.53
21.84,59.39,1015.77,88.12
7.28,40.67,1020.16,72.7
26.6,63.07,1011.97,61.3
14.1,42.18,1015.05,78.25
24.43,58.05,1011.88,71.39
21.52,66.51,1015.32,72.85
7.55,43.65,1019.09,61.71
27.71,70.32,1008.63,64.05
12.12,41.17,1017.68,78.72
21.16,65.48,1016.99,72.79
25.42,66.05,1016.74,68.92
16.71,46.18,1011.61,95.82
16.64,53.82,1015.13,68.24
21.47,60.77,1018.06,85.73
3.99,39.64,1011.53,83.58
23.75,60.29,1017.36,64.04
27.4,77.24,1007.65,78.13
23.42,58.79,1009.74,81.54
27.0,71.25,1002.66,70.59
19.82,57.85,1011.58,97.23
24.94,62.96,1019.76,58.44
30.71,68.24,1006.15,34.15
4.56,40.27,1011.13,80.24
24.39,51.86,1014.92,59.98
11.27,40.62,1017.03,61.94
12.09,38.25,1013.61,81.28
22.44,63.86,1020.0,64.83
20.56,43.79,1015.85,45.7
23.38,48.78,1019.03,78.69
20.55,48.98,1016.1,63.89
13.48,46.18,1018.15,88.38
7.74,42.49,1009.07,90.11
22.05,48.14,1015.81,69.94
27.18,71.06,1008.16,86.32
11.91,41.49,1019.69,96.39
8.95,36.18,1014.08,76.94
6.81,37.49,1010.74,88.25
8.51,42.32,1015.08,84.89
6.5,38.68,1017.8,62.9
31.16,67.45,1014.69,32.25
23.35,71.85,1009.32,73.48
18.28,44.71,1016.99,33.71
10.07,40.92,1021.43,97.15
29.76,57.19,1008.59,51.1
27.65,48.41,1008.54,58.25
3.6,35.19,1018.73,99.1
26.86,70.47,1007.18,72.38
19.89,50.78,1008.85,92.97
14.86,43.14,1019.21,99.14
13.26,45.51,1015.99,69.82
26.86,71.14,1007.11,76.61
19.79,60.1,1010.47,84.04
9.96,42.03,1017.78,82.39
14.48,40.83,1009.42,81.74
30.74,79.05,1005.78,73.19
12.27,49.83,1007.75,92.02
29.73,67.25,1017.64,37.79
21.38,60.84,1017.94,82.83
13.56,39.52,1016.61,78.35
18.85,44.63,1009.06,84.75
13.75,40.66,1016.41,93.31
23.55,65.94,1011.76,58.44
25.76,74.87,1010.18,65.15
24.62,72.43,1007.97,84.36
13.44,39.39,1012.93,84.29
18.07,63.31,1016.65,72.81
19.59,66.54,1012.73,85.84
9.82,39.96,1024.72,97.69
9.26,44.68,1023.22,91.44
23.17,51.19,1009.5,76.15
20.77,45.87,1008.07,76.22
25.11,56.89,1013.33,67.31
18.55,41.1,1002.02,65.16
25.09,69.68,1012.18,91.33
29.76,73.56,1008.07,84.85
14.93,42.44,1012.65,86.8
22.9,67.25,1017.74,74.53
13.0,48.79,1017.14,85.23
11.31,42.02,1001.18,94.86
17.53,42.24,1016.9,60.95
12.88,43.8,1023.19,59.18
12.35,44.2,1017.81,82.49
6.76,39.22,1013.91,77.0
27.21,64.05,1010.08,76.69
10.42,39.35,1015.21,89.75
11.46,39.3,1019.53,76.86
22.93,63.13,1011.6,77.09
19.89,51.43,1007.38,91.79
24.97,68.61,1011.0,55.04
13.45,41.16,1022.04,82.96
21.62,50.05,1007.2,92.9
22.56,48.92,1010.7,51.63
27.87,70.79,1003.96,72.17
23.54,70.32,1010.89,80.76
27.35,69.48,1008.51,65.81
12.55,39.58,1010.68,76.9
5.82,40.78,1024.82,96.01
9.63,40.27,1009.96,81.03
10.75,45.01,1018.73,93.16
23.79,58.59,1013.94,72.5
26.44,71.77,1006.68,81.45
14.39,44.84,1023.55,91.14
5.07,40.07,1019.32,66.17
22.88,69.45,1014.02,65.13
8.73,41.92,1029.41,89.72
23.39,64.63,1020.45,58.22
28.16,70.98,1008.51,72.12
13.25,41.62,1010.8,77.81
32.73,69.88,1007.86,46.95
16.3,38.73,1001.79,73.45
6.08,35.79,1011.08,90.59
13.39,44.58,1016.5,79.26
24.24,68.3,1018.03,81.51
25.61,47.43,1008.62,54.51
23.56,60.77,1017.93,76.34
13.18,40.03,1017.75,82.29
27.71,75.23,1010.21,59.75
29.65,74.9,1003.22,71.09
28.59,69.84,1003.79,67.31
21.23,68.08,1012.82,74.57
10.69,36.71,1022.08,83.28
26.66,64.27,1012.83,58.88
28.14,51.43,1012.16,52.67
25.45,57.32,1011.7,47.09
29.91,76.86,998.59,72.41
9.68,41.44,1015.19,87.34
18.06,52.08,1003.73,100.09
9.3,40.56,1022.64,76.14
13.64,34.03,1018.32,62.2
23.51,70.04,1011.02,81.39
28.61,69.84,1004.24,67.74
21.03,44.78,1007.99,36.82
7.55,41.04,1027.03,83.32
10.28,41.46,1018.44,85.23
25.58,64.45,1011.07,61.47
22.99,60.95,1015.14,69.86
22.89,48.98,1014.55,48.21
6.86,41.17,1020.12,79.14
24.58,56.9,1007.08,68.24
5.75,42.07,1004.24,78.23
24.6,63.78,1017.25,60.33
28.88,71.98,1005.37,74.24
14.57,37.86,1022.44,68.82
9.66,40.05,1015.78,89.06
28.81,69.23,1013.14,39.18
13.87,49.83,1006.76,89.14
19.76,48.92,1010.48,46.57
30.62,66.75,1017.68,53.68
15.62,41.23,992.89,83.99
25.96,63.77,1013.24,65.43
27.17,67.45,1015.67,49.03
26.2,65.18,1011.42,47.82
28.68,61.86,1011.78,62.67
9.53,41.44,1018.01,80.09
12.86,44.77,1018.75,74.73
29.27,64.69,1006.85,55.79
21.39,52.3,1009.52,88.67
15.8,53.82,1015.87,68.48
4.97,42.85,1014.02,88.78
26.94,73.21,1002.83,91.25
13.87,38.01,1022.61,84.22
20.31,49.69,1011.57,69.03
6.91,39.37,1019.58,71.02
24.35,58.79,1010.13,72.1
11.72,40.55,1021.54,85.13
14.8,38.73,1003.18,80.73
12.31,41.06,1021.19,74.38
23.64,69.94,1005.2,64.53
5.34,39.22,1012.73,81.42
23.56,49.16,1003.31,66.98
19.78,63.09,1019.01,78.39
7.09,43.65,1019.6,72.1
18.87,44.06,1013.42,68.78
12.87,39.3,1020.64,74.38
21.7,49.02,1008.74,82.8
10.31,39.82,1012.87,88.71
16.14,54.3,1017.93,65.68
27.71,54.2,1012.72,47.25
22.37,41.54,1013.74,72.21
13.83,44.45,1021.5,68.75
25.71,66.05,1018.58,66.23
12.54,40.1,1015.73,84.29
2.71,39.42,1026.66,81.11
10.31,38.18,1018.02,70.1
18.12,63.09,1019.32,89.21
13.98,39.18,1009.61,89.12
22.53,74.87,1009.91,93.21
30.67,71.29,1008.36,52.08
13.11,38.73,1005.89,89.02
25.54,61.08,1013.77,69.64
19.04,50.12,1010.53,100.09
19.04,51.86,1018.05,79.01
25.14,73.67,1006.94,88.51
31.44,79.74,1006.95,56.99
32.38,73.91,1004.05,61.69
24.43,58.95,1017.18,57.73
14.39,44.21,1019.77,85.7
24.4,69.94,1005.75,58.1
18.6,58.71,1009.8,86.42
27.28,72.58,1009.21,89.96
11.44,40.55,1023.37,88.43
9.65,44.68,1022.9,98.08
18.55,43.69,1016.84,47.95
19.82,63.9,1013.19,78.96
29.44,65.51,1014.82,56.49
12.8,41.16,1022.43,86.19
10.55,41.92,1030.0,91.23
11.58,39.69,1005.17,86.55
28.8,70.02,1010.76,49.61
15.89,43.96,1014.02,75.24
16.75,42.23,1013.81,84.98
10.0,39.66,1016.83,78.91
25.85,67.69,1007.7,70.14
10.62,39.64,1010.51,68.55
28.31,64.79,1016.58,60.88
28.87,57.19,1008.09,64.29
5.25,42.85,1013.75,89.67
17.82,49.15,1020.73,70.25
22.68,70.47,1010.86,82.8
25.1,43.77,1010.9,49.68
23.88,67.9,1005.99,67.58
11.67,36.18,1016.03,61.44
29.52,75.33,1002.62,70.64
25.56,74.67,1016.62,76.1
7.68,39.96,1023.73,87.48
28.67,69.14,1008.24,72.68
13.21,41.2,1016.63,74.1
33.75,64.96,1002.54,39.28
24.49,65.46,1015.77,44.95
21.54,58.12,1015.33,78.67
12.84,39.54,1011.47,89.86
10.39,40.22,1004.95,91.65
24.45,65.12,1015.92,57.19
10.23,42.07,1017.93,91.1
24.97,68.61,1011.08,58.94
25.65,69.45,1013.95,50.42
23.29,65.61,1014.81,70.27
19.16,43.43,1012.36,72.59
26.6,61.41,1012.35,54.42
23.19,67.07,1005.67,65.19
31.87,71.22,1006.16,45.66
13.51,44.9,1019.29,77.24
22.19,60.37,1008.45,92.43
27.39,66.93,1017.16,53.75
8.27,40.69,1020.13,86.1
24.31,58.62,1017.29,64.44
25.31,60.75,1008.65,79.35
31.16,69.88,1007.01,68.28
25.03,61.86,1012.84,80.85
18.94,48.7,1008.5,94.83
6.89,43.65,1019.87,72.77
22.72,63.73,1012.63,82.14
5.98,39.61,1017.27,84.86
9.45,43.5,1018.89,84.29
19.79,44.9,1008.66,72.68
23.48,51.43,1007.13,84.83
18.59,41.1,1001.93,58.16
13.18,43.72,1010.59,99.09
20.36,60.1,1011.21,84.79
8.29,36.08,1020.38,81.53
17.44,45.01,1013.65,75.13
23.83,50.32,1008.41,72.23
9.86,43.56,1015.13,74.89
13.66,41.67,1013.43,80.56
8.75,40.22,1008.96,90.53
31.84,77.95,1014.9,55.35
11.82,41.74,1022.36,74.06
9.26,39.61,1021.18,84.58
25.21,46.21,1010.87,59.35
26.1,63.56,1013.12,61.0
23.59,59.43,1009.96,65.8
14.02,41.78,1011.26,48.62
6.58,40.67,1020.18,71.07
8.07,41.01,1023.26,97.5
21.84,59.07,1008.84,96.5
26.06,49.02,1007.59,74.08
20.56,64.45,1012.24,53.09
4.96,39.4,1003.58,92.22
10.33,41.44,1015.24,86.72
28.29,61.86,1011.87,64.17
16.77,45.01,1013.47,81.42
17.98,56.85,1012.28,84.52
24.86,44.05,1005.69,66.65
15.6,41.7,1019.15,84.1
12.75,40.64,1020.44,83.17
16.1,36.71,1013.58,74.41
28.95,73.4,1011.33,55.14
30.85,68.94,1007.31,68.99
32.51,69.98,1011.92,49.45
28.45,69.23,1013.07,39.46
21.05,58.33,1013.14,66.34
31.61,69.04,1008.11,47.96
14.46,42.86,1031.34,69.84
7.24,41.17,1020.35,80.56
8.88,36.3,1015.27,56.96
19.09,42.44,1012.93,63.59
17.12,49.5,1014.79,87.03
20.13,47.03,1012.59,83.03
21.53,59.8,1016.46,74.72
12.16,40.81,1025.79,70.97
18.8,44.78,1009.65,46.0
24.42,63.07,1011.49,67.39
24.54,57.85,1013.02,65.61
4.69,39.42,1024.58,79.35
30.33,70.36,1006.72,70.31
5.24,38.68,1018.03,78.65
27.21,67.45,1013.83,43.26
30.75,71.22,1006.47,48.06
22.35,57.76,1017.92,68.18
22.63,58.49,1010.94,72.7
33.34,69.88,1007.65,42.72
23.07,49.02,1009.07,84.1
14.28,42.74,1028.79,70.67
11.32,36.18,1015.03,64.68
25.21,70.04,1009.51,76.13
12.01,41.48,1017.75,66.67
16.69,43.52,1021.78,80.87
27.66,59.21,1013.12,51.58
10.36,41.46,1017.53,92.04
23.15,66.48,1003.71,76.0
7.55,42.85,1011.21,93.25
30.7,74.22,1008.12,50.39
30.95,73.06,1008.86,74.86
17.9,52.08,1006.41,100.09
35.2,73.56,1006.56,45.72
9.6,37.73,1021.87,77.75
23.95,59.92,1010.15,86.37
30.2,74.34,1004.17,74.77
14.45,52.75,1023.97,63.59
15.21,50.88,1014.24,100.11
13.56,40.03,1017.73,83.76
18.88,65.94,1010.43,85.54
18.58,64.45,1009.68,67.57
24.88,52.36,1014.45,68.39
17.32,45.0,1022.19,40.45
20.51,42.23,1013.25,71.83
13.08,42.32,1016.63,83.72
16.25,58.86,1015.94,86.52
14.26,44.47,1028.11,66.81
24.78,50.78,1008.81,62.97
15.79,44.89,1010.19,84.61
9.34,40.77,1012.14,90.81
11.75,71.14,1019.36,75.68
22.64,58.66,1011.68,60.97
21.28,70.32,1011.06,90.12
8.28,40.56,1023.29,79.44
25.6,73.67,1005.78,84.82
14.72,38.91,1015.17,61.75
12.99,43.8,1023.16,64.65
26.5,66.75,1018.48,61.62
24.22,71.14,1009.38,64.53
11.74,40.71,1020.64,82.15
24.97,54.2,1012.68,74.25
5.49,38.5,1012.18,79.33
21.53,58.05,1012.9,87.57
29.84,58.9,1005.24,56.18
21.53,70.02,1010.33,95.95
28.83,72.43,1006.69,67.04
25.28,67.69,1009.05,68.54
4.95,42.07,1004.87,80.88
28.9,60.07,1015.96,45.06
21.37,81.56,1006.57,81.56
30.36,71.8,1010.9,63.27
23.25,72.99,1009.17,89.85
18.37,58.96,1015.5,67.79
16.58,44.68,1021.5,83.38
32.91,73.56,1007.02,55.03
26.31,71.29,1009.87,84.16
4.61,40.27,1012.32,77.28
12.8,44.9,1007.58,66.6
21.88,59.39,1015.58,87.19
30.84,66.75,1017.54,40.69
21.49,68.28,1004.68,80.64
26.45,47.43,1008.87,53.25
19.22,65.06,1015.05,82.5
24.0,58.05,1011.28,74.32
33.83,67.9,1005.94,29.86
17.95,59.15,1012.73,84.27
21.71,65.27,1013.24,63.58
11.11,37.5,1013.68,73.67
22.86,47.43,1009.75,61.54
25.53,59.57,1010.65,82.04
15.33,52.05,1014.15,80.56
30.54,70.17,999.42,64.32
16.37,53.16,1014.89,74.84
21.67,69.71,1010.46,96.83
32.26,71.29,1008.41,48.58
27.57,69.84,1004.91,68.37
18.03,53.16,1013.1,81.42
13.86,35.71,1015.21,63.16
7.98,40.77,1008.69,98.65
21.38,44.05,1005.69,81.66
24.47,70.94,1008.07,81.55
13.5,41.44,1015.72,68.36
21.82,58.66,1011.71,64.37
24.54,58.66,1011.63,57.62
24.44,72.99,1008.38,91.66
12.61,41.79,1015.82,91.9
24.74,63.87,1016.91,55.65
23.03,59.04,1011.85,81.24
19.7,43.79,1015.93,47.39
25.71,52.84,1006.32,53.29
20.28,57.25,1010.12,88.42
25.41,69.14,1006.4,87.4
10.38,37.73,1021.5,75.02
18.71,39.39,1014.09,62.82
15.21,52.75,1024.32,61.11
16.96,44.9,1020.5,77.53
13.65,42.74,1026.58,71.48
13.73,41.92,1031.01,64.92
19.51,44.05,1008.52,78.38
20.86,51.3,1012.03,92.46
24.04,51.95,1006.13,73.92
32.5,73.68,1014.65,55.72
17.74,44.2,1018.87,58.59
12.9,43.41,1015.92,59.15
15.04,38.01,1022.46,78.29
18.88,40.79,1004.98,92.65
8.51,39.66,1015.16,86.61
25.14,69.13,1011.15,85.67
23.56,67.79,1010.14,89.72
8.4,38.5,1013.67,69.13
17.63,40.55,1002.27,73.42
17.51,53.16,1013.13,82.86
25.8,71.58,1010.08,85.14
7.82,40.72,1022.17,88.13
15.49,42.07,1018.01,78.07
14.97,43.67,1011.13,87.33
25.6,59.15,1013.31,67.02
29.0,69.68,1012.78,66.09
21.48,47.43,1006.88,63.54
13.48,40.73,1017.59,94.81
29.42,71.32,1002.26,67.13
24.63,59.57,1010.45,85.36
32.77,71.32,1007.68,42.39
24.19,68.94,1007.37,70.83
10.91,42.34,1021.83,94.99
24.43,60.07,1015.59,59.99
23.86,59.21,1013.02,73.6
8.07,43.69,1017.05,87.34
27.21,68.12,1012.96,54.69
27.75,66.54,1010.21,46.37
25.9,48.92,1009.82,35.42
8.72,40.02,1031.32,78.09
9.99,36.71,1023.57,83.53
9.82,41.26,1007.71,96.69
31.23,75.08,1004.93,46.19
24.94,74.33,1014.3,75.34
7.16,38.56,1019.17,70.1
18.15,41.67,1012.75,52.69
26.12,66.75,1017.86,79.02
23.47,69.71,1009.66,88.83
14.5,39.0,1017.04,75.75
14.84,43.69,1016.31,68.67
12.31,37.73,1023.3,63.01
10.05,40.71,1015.51,84.21
27.14,75.23,1011.47,63.14
27.02,61.86,1012.38,70.28
24.44,69.84,1005.34,80.37
14.91,46.9,1019.59,98.1
22.77,59.92,1009.67,94.09
9.27,40.22,1008.1,89.24
27.0,73.17,1009.82,64.43
22.63,58.41,1013.69,90.32
16.87,52.05,1012.7,71.63
7.26,40.69,1020.43,90.22
11.83,43.14,1010.06,88.14
22.47,47.45,1007.62,76.65
24.09,63.94,1017.59,51.02
16.09,44.71,1017.86,42.74
12.5,41.38,1021.87,57.59
14.59,42.44,1012.7,83.92
13.21,40.03,1018.12,82.98
19.72,44.78,1009.27,39.18
5.54,41.38,1020.47,82.91
24.01,42.48,1011.39,55.1
18.7,52.72,1024.84,57.72
7.19,38.91,1016.53,88.61
25.15,68.61,1011.03,53.59
26.93,67.07,1005.65,60.26
26.6,61.02,1010.26,66.16
29.15,69.48,1008.68,55.78
26.37,70.79,1005.31,77.3
29.1,70.4,1003.97,77.57
27.58,73.06,1009.63,88.31
9.37,40.11,1024.94,75.03
22.07,58.95,1017.98,75.83
14.72,39.0,1016.42,76.42
30.36,69.82,1010.02,54.22
18.13,60.1,1009.67,84.75
26.75,56.57,1013.76,57.93
11.48,44.58,1016.43,80.15
23.07,65.46,1014.07,46.77
32.16,68.14,1004.86,37.77
28.92,61.02,1011.19,56.13
24.32,71.14,1011.71,71.65
9.3,38.18,1017.19,71.51
23.27,64.15,1020.98,71.18
27.1,73.21,1002.97,89.68
26.36,54.5,1015.35,66.87
16.32,43.5,1021.3,72.6
8.81,43.14,1012.46,73.99
22.21,61.87,1010.9,54.22
10.55,41.55,1005.02,63.24
12.36,45.09,1013.05,88.4
11.82,41.26,1020.74,91.14
22.86,62.4,1010.59,78.24
18.15,58.46,1017.42,88.24
26.3,77.95,1009.45,78.72
8.56,40.71,1021.27,95.87
24.01,46.93,1013.3,52.24
19.08,44.63,1020.14,43.36
9.55,41.44,1015.07,85.94
9.13,39.16,1014.14,86.17
17.79,45.01,1015.71,67.13
25.89,58.86,1014.16,52.95
23.56,49.16,1002.54,69.07
16.0,43.34,1013.89,78.39
25.06,62.39,1008.09,82.56
4.08,35.19,1018.87,97.07
29.77,69.48,1009.8,52.6
10.51,44.78,1012.59,85.29
14.82,42.74,1028.04,69.81
26.67,59.44,1012.01,58.83
33.7,68.27,1007.16,50.41
7.18,38.56,1016.49,70.37
18.89,58.66,1010.96,84.07
17.44,44.88,1018.05,68.35
26.23,59.14,1016.98,75.54
26.96,73.68,1013.81,84.77
22.49,69.84,1006.78,73.76
20.98,60.1,1011.07,79.44
8.09,43.02,1014.79,81.06
19.19,63.31,1016.88,66.58
5.68,40.77,1022.49,90.6
15.2,39.0,1016.1,72.76
15.47,48.98,1016.42,89.85
7.19,41.39,1018.12,90.76
23.73,61.02,1009.71,78.7
10.78,41.93,1015.56,95.71
27.04,65.06,1013.33,52.37
24.41,69.48,1008.34,76.13
